condition,timepoint,c-Citrineperod,c-Citrineperodvar
"2% Glu,50 IPTG",1054.4975,17744.01136,311410.5662
"2% Glu,50 IPTG",1065.15,17784.1043,294610.8391
"2% Glu,50 IPTG",1075.801667,17743.35708,343117.8337
"2% Glu,50 IPTG",1086.4525,17726.23385,370686.4598
"2% Glu,50 IPTG",1097.105,17747.17188,332873.7775
"2% Glu,50 IPTG",1107.755833,17742.44191,347003.4539
"2% Glu,50 IPTG",1118.4075,17666.60479,372879.1162
"2% Glu,50 IPTG",1129.0575,17533.22057,390054.175
"2% Glu,50 IPTG",1139.71,17625.00994,431493.8948
"2% Glu,50 IPTG",1150.361667,17541.61014,447198.4686
"2% Glu,50 IPTG",1161.010833,17522.53461,419056.6336
"2% Glu,50 IPTG",1171.663333,17468.33711,418512.7784
"2% Glu,50 IPTG",1182.315,17431.19659,410676.7258
"2% Glu,50 IPTG",1192.9675,17390.7951,395923.6953
"2% Glu,50 IPTG",1203.619167,17432.705,407762.5257
"2% Glu,50 IPTG",1214.27,17468.10846,356358.6026
"2% Glu,50 IPTG",1224.92,17569.29541,382620.8172
"2% Glu,50 IPTG",1235.571667,17524.91713,329512.9965
"2% Glu,50 IPTG",1246.2225,17427.93638,303601.8732
"2% Glu,50 IPTG",1256.875,17336.72336,268099.5974
"2% Glu,50 IPTG",1267.5275,17246.87183,272488.673
"2% Glu,50 IPTG",1278.179167,17186.21133,218013.1864
"2% Glu,50 IPTG",1288.83,17087.85398,238627.494
"2% Glu,50 IPTG",1299.480833,16900.89159,252226.405
"2% Glu,50 IPTG",1310.133333,16879.24503,241071.4215
"2% Glu,50 IPTG",1320.785,16903.65048,188624.6495
"2% Glu,50 IPTG",1331.435,16977.36477,196638.0186
"2% Glu,50 IPTG",1342.0875,16848.23144,201618.4265
"2% Glu,50 IPTG",1352.736667,16748.36955,215694.5019
"2% Glu,50 IPTG",1363.39,16561.35341,214515.2745
"2% Glu,50 IPTG",1374.040833,16500.29941,221690.1965
"2% Glu,50 IPTG",1384.691667,16416.57961,250147.7083
"2% Glu,50 IPTG",1395.355833,16284.54922,245965.3358
"2% Glu,50 IPTG",1405.995,16196.63073,248253.4692
